firm_num,round,consumer_id,share,share_reason,final_choice,final_reason,decision_sequence,total_revenue,Privacy_Cost,Valuations
7,1,C1,,,,,,0.44,0.045,"[0.99, 0.95, 0.13, 0.93, 0.13, 0.59, 0.6]"
7,1,C2,,,,,,0.4,0.045,"[0.92, 0.17, 0.08, 0.28, 0.95, 0.3, 0.78]"
7,1,C3,,,,,,0.28,0.027,"[0.61, 0.17, 0.81, 0.14, 0.05, 0.75, 0.49]"
7,1,C4,,,,,,0.45,0.043,"[0.34, 0.7, 0.95, 0.38, 0.99, 0.29, 0.95]"
7,1,C5,,,,,,0.27,0.053,"[0.43, 0.79, 0.67, 0.01, 0.55, 0.45, 0.82]"
7,1,C6,,,,,,0.01,0.029,"[0.14, 0.03, 0.52, 0.17, 0.37, 0.1, 0.54]"
7,1,C7,,,,,,0.31,0.034,"[0.27, 0.67, 0.11, 0.33, 0.13, 0.62, 0.84]"
7,1,C8,,,,,,0.24,0.03,"[0.77, 0.39, 0.43, 0.63, 0.38, 0.25, 0.03]"
7,1,C9,,,,,,0.37,0.052,"[0.3, 0.69, 0.92, 0.64, 0.78, 0.64, 0.14]"
7,1,C10,,,,,,0.46,0.029,"[0.34, 0.02, 0.93, 0.06, 0.99, 0.5, 0.16]"
7,1,C11,,,,,,0.36,0.035,"[0.67, 0.62, 0.16, 0.89, 0.42, 0.68, 0.05]"
7,1,C12,,,,,,0.44,0.041,"[0.94, 0.53, 0.98, 0.34, 0.18, 0.03, 0.96]"
7,1,C13,,,,,,0.41,0.052,"[0.96, 0.28, 0.37, 0.46, 0.71, 0.15, 0.74]"
7,1,C14,,,,,,0.12,0.05,"[0.64, 0.51, 0.67, 0.5, 0.4, 0.33, 0.47]"
7,1,C15,,,,,,0.39,0.041,"[0.74, 0.74, 0.61, 0.84, 0.93, 0.89, 0.1]"
7,1,C16,,,,,,0.41,0.049,"[0.48, 0.79, 0.96, 0.76, 0.83, 0.82, 0.2]"
7,1,C17,,,,,,0.42,0.045,"[0.34, 0.44, 0.96, 0.72, 0.62, 0.83, 0.01]"
7,1,C18,,,,,,0.37,0.04,"[0.84, 0.77, 0.21, 0.86, 0.61, 0.61, 0.91]"
7,1,C19,,,,,,0.39,0.053,"[0.94, 0.71, 0.62, 0.19, 0.04, 0.82, 0.6]"
7,1,C20,,,,,,-0.03,0.029,"[0.47, 0.19, 0.22, 0.26, 0.25, 0.18, 0.39]"
7,2,C1,,,,,,0.44,0.045,"[0.99, 0.95, 0.13, 0.93, 0.13, 0.59, 0.6]"
7,2,C2,,,,,,0.4,0.045,"[0.92, 0.17, 0.08, 0.28, 0.95, 0.3, 0.78]"
7,2,C3,,,,,,0.28,0.027,"[0.61, 0.17, 0.81, 0.14, 0.05, 0.75, 0.49]"
7,2,C4,,,,,,0.45,0.043,"[0.34, 0.7, 0.95, 0.38, 0.99, 0.29, 0.95]"
7,2,C5,,,,,,0.27,0.053,"[0.43, 0.79, 0.67, 0.01, 0.55, 0.45, 0.82]"
7,2,C6,,,,,,0.01,0.029,"[0.14, 0.03, 0.52, 0.17, 0.37, 0.1, 0.54]"
7,2,C7,,,,,,0.31,0.034,"[0.27, 0.67, 0.11, 0.33, 0.13, 0.62, 0.84]"
7,2,C8,,,,,,0.24,0.03,"[0.77, 0.39, 0.43, 0.63, 0.38, 0.25, 0.03]"
7,2,C9,,,,,,0.37,0.052,"[0.3, 0.69, 0.92, 0.64, 0.78, 0.64, 0.14]"
7,2,C10,,,,,,0.46,0.029,"[0.34, 0.02, 0.93, 0.06, 0.99, 0.5, 0.16]"
7,2,C11,,,,,,0.36,0.035,"[0.67, 0.62, 0.16, 0.89, 0.42, 0.68, 0.05]"
7,2,C12,,,,,,0.44,0.041,"[0.94, 0.53, 0.98, 0.34, 0.18, 0.03, 0.96]"
7,2,C13,,,,,,0.41,0.052,"[0.96, 0.28, 0.37, 0.46, 0.71, 0.15, 0.74]"
7,2,C14,,,,,,0.12,0.05,"[0.64, 0.51, 0.67, 0.5, 0.4, 0.33, 0.47]"
7,2,C15,,,,,,0.39,0.041,"[0.74, 0.74, 0.61, 0.84, 0.93, 0.89, 0.1]"
7,2,C16,,,,,,0.41,0.049,"[0.48, 0.79, 0.96, 0.76, 0.83, 0.82, 0.2]"
7,2,C17,,,,,,0.42,0.045,"[0.34, 0.44, 0.96, 0.72, 0.62, 0.83, 0.01]"
7,2,C18,,,,,,0.37,0.04,"[0.84, 0.77, 0.21, 0.86, 0.61, 0.61, 0.91]"
7,2,C19,,,,,,0.39,0.053,"[0.94, 0.71, 0.62, 0.19, 0.04, 0.82, 0.6]"
7,2,C20,,,,,,-0.03,0.029,"[0.47, 0.19, 0.22, 0.26, 0.25, 0.18, 0.39]"
7,3,C1,,,,,,0.44,0.045,"[0.99, 0.95, 0.13, 0.93, 0.13, 0.59, 0.6]"
7,3,C2,,,,,,0.4,0.045,"[0.92, 0.17, 0.08, 0.28, 0.95, 0.3, 0.78]"
7,3,C3,,,,,,0.28,0.027,"[0.61, 0.17, 0.81, 0.14, 0.05, 0.75, 0.49]"
7,3,C4,,,,,,0.45,0.043,"[0.34, 0.7, 0.95, 0.38, 0.99, 0.29, 0.95]"
7,3,C5,,,,,,0.27,0.053,"[0.43, 0.79, 0.67, 0.01, 0.55, 0.45, 0.82]"
7,3,C6,,,,,,0.01,0.029,"[0.14, 0.03, 0.52, 0.17, 0.37, 0.1, 0.54]"
7,3,C7,,,,,,0.31,0.034,"[0.27, 0.67, 0.11, 0.33, 0.13, 0.62, 0.84]"
7,3,C8,,,,,,0.24,0.03,"[0.77, 0.39, 0.43, 0.63, 0.38, 0.25, 0.03]"
7,3,C9,,,,,,0.37,0.052,"[0.3, 0.69, 0.92, 0.64, 0.78, 0.64, 0.14]"
7,3,C10,,,,,,0.46,0.029,"[0.34, 0.02, 0.93, 0.06, 0.99, 0.5, 0.16]"
7,3,C11,,,,,,0.36,0.035,"[0.67, 0.62, 0.16, 0.89, 0.42, 0.68, 0.05]"
7,3,C12,,,,,,0.44,0.041,"[0.94, 0.53, 0.98, 0.34, 0.18, 0.03, 0.96]"
7,3,C13,,,,,,0.41,0.052,"[0.96, 0.28, 0.37, 0.46, 0.71, 0.15, 0.74]"
7,3,C14,,,,,,0.12,0.05,"[0.64, 0.51, 0.67, 0.5, 0.4, 0.33, 0.47]"
7,3,C15,,,,,,0.39,0.041,"[0.74, 0.74, 0.61, 0.84, 0.93, 0.89, 0.1]"
7,3,C16,,,,,,0.41,0.049,"[0.48, 0.79, 0.96, 0.76, 0.83, 0.82, 0.2]"
7,3,C17,,,,,,0.42,0.045,"[0.34, 0.44, 0.96, 0.72, 0.62, 0.83, 0.01]"
7,3,C18,,,,,,0.37,0.04,"[0.84, 0.77, 0.21, 0.86, 0.61, 0.61, 0.91]"
7,3,C19,,,,,,0.39,0.053,"[0.94, 0.71, 0.62, 0.19, 0.04, 0.82, 0.6]"
7,3,C20,,,,,,-0.03,0.029,"[0.47, 0.19, 0.22, 0.26, 0.25, 0.18, 0.39]"
7,4,C1,,,,,,0.44,0.045,"[0.99, 0.95, 0.13, 0.93, 0.13, 0.59, 0.6]"
7,4,C2,,,,,,0.4,0.045,"[0.92, 0.17, 0.08, 0.28, 0.95, 0.3, 0.78]"
7,4,C3,,,,,,0.28,0.027,"[0.61, 0.17, 0.81, 0.14, 0.05, 0.75, 0.49]"
7,4,C4,,,,,,0.45,0.043,"[0.34, 0.7, 0.95, 0.38, 0.99, 0.29, 0.95]"
7,4,C5,,,,,,0.27,0.053,"[0.43, 0.79, 0.67, 0.01, 0.55, 0.45, 0.82]"
7,4,C6,,,,,,0.01,0.029,"[0.14, 0.03, 0.52, 0.17, 0.37, 0.1, 0.54]"
7,4,C7,,,,,,0.31,0.034,"[0.27, 0.67, 0.11, 0.33, 0.13, 0.62, 0.84]"
7,4,C8,,,,,,0.24,0.03,"[0.77, 0.39, 0.43, 0.63, 0.38, 0.25, 0.03]"
7,4,C9,,,,,,0.37,0.052,"[0.3, 0.69, 0.92, 0.64, 0.78, 0.64, 0.14]"
7,4,C10,,,,,,0.46,0.029,"[0.34, 0.02, 0.93, 0.06, 0.99, 0.5, 0.16]"
7,4,C11,,,,,,0.36,0.035,"[0.67, 0.62, 0.16, 0.89, 0.42, 0.68, 0.05]"
7,4,C12,,,,,,0.44,0.041,"[0.94, 0.53, 0.98, 0.34, 0.18, 0.03, 0.96]"
7,4,C13,,,,,,0.41,0.052,"[0.96, 0.28, 0.37, 0.46, 0.71, 0.15, 0.74]"
7,4,C14,,,,,,0.12,0.05,"[0.64, 0.51, 0.67, 0.5, 0.4, 0.33, 0.47]"
7,4,C15,,,,,,0.39,0.041,"[0.74, 0.74, 0.61, 0.84, 0.93, 0.89, 0.1]"
7,4,C16,,,,,,0.41,0.049,"[0.48, 0.79, 0.96, 0.76, 0.83, 0.82, 0.2]"
7,4,C17,,,,,,0.42,0.045,"[0.34, 0.44, 0.96, 0.72, 0.62, 0.83, 0.01]"
7,4,C18,,,,,,0.37,0.04,"[0.84, 0.77, 0.21, 0.86, 0.61, 0.61, 0.91]"
7,4,C19,,,,,,0.39,0.053,"[0.94, 0.71, 0.62, 0.19, 0.04, 0.82, 0.6]"
7,4,C20,,,,,,-0.03,0.029,"[0.47, 0.19, 0.22, 0.26, 0.25, 0.18, 0.39]"
