firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
5,1,F2,0.5,"Change price: 0.00, reason: Optimal with full data sharing and recommendations.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,2,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and symmetric competition.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,3,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with symmetric competition, full share rate, and historical stability.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,4,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,5,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,6,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with symmetric competition, full share rate, and consistent historical sales.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,7,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,8,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate equilibrium.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,9,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,10,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
