firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
9,1,F7,0.5,"Change price: 0.00, reason: Maximize profit with monopoly pricing in recommendation-segmented market.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,2,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with high share rate and equal recommendation chances.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,3,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations, as per market equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,4,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations, maintaining equilibrium price.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,5,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations, maintaining expected revenue peak at price 0.50.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,6,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations in stable market equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,7,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations in stable market equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,8,F7,0.5,"Change price: 0.00, reason: Optimal for maximizing profit with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,9,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations in stable equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
9,10,F7,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and equal recommendations in stable equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
