firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
9,1,F7,0.55,"Change price: 0.05, reason: High data share rate and competition increase recommendation value, justifying higher price.",1.65,3,1.65,0.95,"[0.6682927105265687, 'adaptive']"
9,2,F7,0.76,"Change price: 0.21, reason: Increase to optimize profit with high share rate reducing search and equal recommendation chances.",2.28,3,2.28,1.0,"[0.95, 'adaptive']"
9,3,F7,0.78,"Change price: 0.02, reason: Increase to align with top competitor's pricing and capitalize on high share rate for higher profit.",2.34,3,2.34,1.0,"[1.0, 'adaptive']"
9,4,F7,0.8,"Change price: 0.02, reason: Increase to capitalize on high share rate and align with competitors for higher profit.",2.4,3,2.4,0.95,"[1.0, 'adaptive']"
9,5,F7,0.78,"Change price: -0.02, reason: Decrease to align with top competitor pricing at 0.78 for potential sales increase and higher profit.",2.34,3,2.34,1.0,"[0.95, 'adaptive']"
9,6,F7,0.8,"Change price: 0.02, reason: Increase to capitalize on high share rate and align with competitors for higher profit.",2.4,3,2.4,1.0,"[1.0, 'adaptive']"
9,7,F7,0.8,"Change price: 0.00, reason: Maintain price to sustain high profit with stable high share rate and consistent sales.",2.4,3,2.4,0.9,"[1.0, 'adaptive']"
9,8,F7,0.82,"Change price: 0.02, reason: Increase to capitalize on high share rate and consistent sales for higher profit.",1.64,2,1.64,0.6,"[0.9, 'adaptive']"
9,9,F7,0.8,"Change price: -0.02, reason: Decrease to align with top competitor's pricing and boost sales with predicted share rate of 0.6.",2.4,3,2.4,0.9,"[0.6, 'adaptive']"
9,10,F7,0.8,"Change price: 0.00, reason: Maintain price to sustain high profit with stable share rate and consistent sales performance.",2.4,3,2.4,1.0,"[0.9, 'adaptive']"
