firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
9,1,F6,0.58,"Change price: 0.08, reason: High share rate and recommendations reduce consumer search, allowing higher price for profit maximization.",1.74,3,1.74,0.95,"[0.8572919940774935, 'adaptive']"
9,2,F6,0.78,"Change price: 0.20, reason: Increase to maximize profit with high share rate reducing search and enabling higher pricing.",3.12,4,3.12,1.0,"[0.95, 'adaptive']"
9,3,F6,0.78,"Change price: 0.00, reason: Maintain current price to sustain profit with consistent high share rate and stable market conditions.",3.12,4,3.12,1.0,"[1.0, 'adaptive']"
9,4,F6,0.78,"Change price: 0.00, reason: Maintain current price to sustain high profit with stable high share rate and market conditions.",3.12,4,3.12,0.95,"[1.0, 'adaptive']"
9,5,F6,0.78,"Change price: 0.00, reason: Maintain price to sustain high profit with stable share rate and market conditions, as price increase by competitors reduced their sales and profit.",3.12,4,3.12,1.0,"[0.95, 'adaptive']"
9,6,F6,0.78,"Change price: 0.00, reason: Maintain price to sustain high profit with stable high share rate and market conditions, as competitor price increases reduced their sales.",3.12,4,3.12,1.0,"[1.0, 'adaptive']"
9,7,F6,0.78,"Change price: 0.00, reason: Maintain price to sustain high profit with stable high share rate and successful strategy, as competitor price increases reduced their sales.",2.34,3,2.34,0.9,"[1.0, 'adaptive']"
9,8,F6,0.8,"Change price: 0.02, reason: Increase to match top competitors and capitalize on stable high share rate for higher profit.",3.2,4,3.2,0.6,"[0.9, 'adaptive']"
9,9,F6,0.8,"Change price: 0.00, reason: Maintain price to sustain high profit with stable share rate and consistent sales performance.",3.2,4,3.2,0.9,"[0.6, 'adaptive']"
9,10,F6,0.82,"Change price: 0.02, reason: Increase to leverage high predicted share rate and reduce consumer search for higher profit potential.",3.28,4,3.28,1.0,"[0.9, 'adaptive']"
