firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
7,1,F2,0.5,"Change price: 0.00, reason: basic price optimizes profit for recommended consumers with uniform valuations.",1.0,2,1.0,1.0,"[0.3102107430147203, 'adaptive']"
7,2,F2,0.5,"Change price: 0.00, reason: maximizes profit at basic price with uniform valuations and high predicted share rate.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,3,F2,0.5,"Change price: 0.00, reason: maximizes profit with high share rate and uniform valuations.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,4,F2,0.5,"Change price: 0.00, reason: maximizes profit with uniform valuations and high share rate.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,5,F2,0.5,"Change price: 0.00, reason: maximizes expected profit with uniform valuations and high share rate.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,6,F2,0.5,"Change price: 0.00, reason: maximizes expected profit with uniform valuations and high share rate.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,7,F2,0.5,"Change price: 0.00, reason: maximizes expected profit at optimal price for uniform valuations with high share rate and competition.",1.0,2,1.0,0.95,"[1.0, 'adaptive']"
7,8,F2,0.5,"Change price: 0.00, reason: maximizes profit with high share rate and uniform valuations.",1.0,2,1.0,1.0,"[0.95, 'adaptive']"
7,9,F2,0.5,"Change price: 0.00, reason: maintains maximum profit at optimal price with high predicted share rate and uniform valuations, consistent with top firms' strategy.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
7,10,F2,0.5,"Change price: 0.00, reason: maintains maximum profit at optimal price with high predicted share rate and uniform valuations, consistent with top firms' strategy.",1.0,2,1.0,1.0,"[1.0, 'adaptive']"
