firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
4,1,F2,0.6,"Change price: 0.10, reason: high share rate increases loyalty.",3.0,5,3.0,0.95,"[0.7182489665502165, 'adaptive']"
4,2,F2,0.55,"Change price: -0.05, reason: increase sales based on competitor data.",2.75,5,2.75,1.0,"[0.95, 'adaptive']"
4,3,F2,0.54,"Change price: -0.01, reason: increase sales and profit based on competitor data showing higher sales at slightly lower prices.",2.7,5,2.7,1.0,"[1.0, 'adaptive']"
4,4,F2,0.56,"Change price: 0.02, reason: Increase price slightly to leverage high share rate and competitor higher profit at elevated price.",2.8,5,2.8,1.0,"[1.0, 'adaptive']"
4,5,F2,0.58,"Change price: 0.02, reason: High share rate reduces price sensitivity, allowing slight increase to capitalize on competitor higher profits.",2.9,5,2.9,1.0,"[1.0, 'adaptive']"
4,6,F2,0.6,"Change price: 0.02, reason: High share rate and stable sales allow slight price increase to maximize profit, emulating competitor success.",3.0,5,3.0,0.95,"[1.0, 'adaptive']"
4,7,F2,0.62,"Change price: 0.02, reason: High share rate and competitor higher profits at elevated prices allow slight increase to maximize revenue.",3.1,5,3.1,0.9,"[0.95, 'adaptive']"
4,8,F2,0.64,"Change price: 0.02, reason: High share rate and competitor higher profits at elevated prices allow slight increase to maximize revenue.",3.2,5,3.2,0.9,"[0.9, 'adaptive']"
4,9,F2,0.66,"Change price: 0.02, reason: High share rate and competitor higher profits at elevated prices allow slight increase to maximize profit.",3.3,5,3.3,0.95,"[0.9, 'adaptive']"
4,10,F2,0.64,"Change price: -0.02, reason: Decrease price to increase sales and profit, emulating top competitor's higher sales at lower price.",3.2,5,3.2,1.0,"[0.95, 'adaptive']"
