firm_num,round,consumer_id,share,share_reason,final_choice,final_reason,decision_sequence,total_revenue,Privacy_Cost,Valuations
1,1,C1,,,,,,0.25,0.048,[0.75]
1,1,C2,,,,,,0.29,0.041,[0.79]
1,1,C3,,,,,,0.02,0.038,[0.52]
1,1,C4,,,,,,0.26,0.041,[0.76]
1,1,C5,,,,,,0.13,0.037,[0.63]
1,1,C6,,,,,,0.37,0.035,[0.87]
1,1,C7,,,,,,0.24,0.027,[0.74]
1,1,C8,,,,,,0.0,0.032,[0.2]
1,1,C9,,,,,,0.44,0.05,[0.94]
1,1,C10,,,,,,0.4,0.047,[0.9]
1,1,C11,,,,,,0.47,0.046,[0.97]
1,1,C12,,,,,,0.26,0.041,[0.76]
1,1,C13,,,,,,0.0,0.036,[0.2]
1,1,C14,,,,,,0.03,0.039,[0.53]
1,1,C15,,,,,,0.26,0.045,[0.76]
1,1,C16,,,,,,0.0,0.026,[0.13]
1,1,C17,,,,,,0.0,0.032,[0.3]
1,1,C18,,,,,,0.0,0.048,[0.12]
1,1,C19,,,,,,0.12,0.05,[0.62]
1,1,C20,,,,,,0.0,0.051,[0.32]
1,2,C1,,,,,,0.25,0.048,[0.75]
1,2,C2,,,,,,0.29,0.041,[0.79]
1,2,C3,,,,,,0.02,0.038,[0.52]
1,2,C4,,,,,,0.26,0.041,[0.76]
1,2,C5,,,,,,0.13,0.037,[0.63]
1,2,C6,,,,,,0.37,0.035,[0.87]
1,2,C7,,,,,,0.24,0.027,[0.74]
1,2,C8,,,,,,0.0,0.032,[0.2]
1,2,C9,,,,,,0.44,0.05,[0.94]
1,2,C10,,,,,,0.4,0.047,[0.9]
1,2,C11,,,,,,0.47,0.046,[0.97]
1,2,C12,,,,,,0.26,0.041,[0.76]
1,2,C13,,,,,,0.0,0.036,[0.2]
1,2,C14,,,,,,0.03,0.039,[0.53]
1,2,C15,,,,,,0.26,0.045,[0.76]
1,2,C16,,,,,,0.0,0.026,[0.13]
1,2,C17,,,,,,0.0,0.032,[0.3]
1,2,C18,,,,,,0.0,0.048,[0.12]
1,2,C19,,,,,,0.12,0.05,[0.62]
1,2,C20,,,,,,0.0,0.051,[0.32]
1,3,C1,,,,,,0.25,0.048,[0.75]
1,3,C2,,,,,,0.29,0.041,[0.79]
1,3,C3,,,,,,0.02,0.038,[0.52]
1,3,C4,,,,,,0.26,0.041,[0.76]
1,3,C5,,,,,,0.13,0.037,[0.63]
