firm_num,round,consumer_id,share,share_reason,final_choice,final_reason,decision_sequence,total_revenue,Privacy_Cost,Valuations
8,1,C1,,,,,,0.34,0.04,"[0.95, 0.64, 0.29, 0.22, 0.27, 0.27, 0.32, 0.98]"
8,1,C2,,,,,,0.3,0.04,"[0.94, 0.12, 0.87, 0.63, 0.6, 0.23, 0.24, 0.25]"
8,1,C3,,,,,,0.34,0.032,"[0.3, 0.16, 0.34, 0.58, 0.41, 0.21, 0.66, 0.97]"
8,1,C4,,,,,,0.32,0.053,"[0.11, 0.97, 0.09, 0.31, 0.43, 0.47, 0.4, 0.25]"
8,1,C5,,,,,,0.34,0.042,"[0.86, 0.59, 0.98, 0.72, 0.55, 0.36, 0.36, 0.16]"
8,1,C6,,,,,,0.29,0.03,"[0.92, 0.83, 0.43, 0.3, 0.68, 0.79, 0.37, 0.64]"
8,1,C7,,,,,,0.32,0.025,"[0.2, 0.07, 0.57, 0.95, 0.69, 0.29, 0.72, 0.35]"
8,1,C8,,,,,,0.17,0.038,"[0.81, 0.43, 0.1, 0.61, 0.38, 0.3, 0.76, 0.05]"
8,1,C9,,,,,,0.22,0.054,"[0.46, 0.66, 0.2, 0.23, 0.6, 0.58, 0.87, 0.01]"
8,1,C10,,,,,,0.26,0.049,"[0.39, 0.53, 0.91, 0.39, 0.61, 0.22, 0.52, 0.79]"
8,1,C11,,,,,,0.13,0.044,"[0.07, 0.66, 0.11, 0.21, 0.21, 0.77, 0.5, 0.72]"
8,1,C12,,,,,,0.27,0.027,"[0.76, 0.17, 0.32, 0.9, 0.27, 0.31, 0.87, 0.17]"
8,1,C13,,,,,,0.33,0.052,"[0.52, 0.73, 0.23, 0.98, 0.87, 0.11, 0.97, 0.67]"
8,1,C14,,,,,,0.2,0.032,"[0.8, 0.48, 0.64, 0.83, 0.51, 0.08, 0.68, 0.66]"
8,1,C15,,,,,,0.18,0.04,"[0.74, 0.21, 0.39, 0.09, 0.6, 0.62, 0.82, 0.01]"
8,1,C16,,,,,,0.03,0.039,"[0.5, 0.36, 0.04, 0.67, 0.03, 0.56, 0.23, 0.36]"
8,1,C17,,,,,,0.32,0.044,"[0.24, 0.96, 0.94, 0.49, 0.46, 0.57, 0.51, 0.38]"
8,1,C18,,,,,,0.21,0.041,"[0.42, 0.13, 0.46, 0.36, 0.45, 0.26, 0.85, 0.3]"
8,1,C19,,,,,,0.33,0.047,"[0.98, 0.9, 0.68, 0.88, 0.86, 0.32, 0.73, 0.36]"
8,1,C20,,,,,,0.27,0.041,"[0.91, 0.61, 0.4, 0.4, 0.33, 0.07, 0.65, 0.7]"
8,2,C1,,,,,,0.24,0.04,"[0.95, 0.64, 0.29, 0.22, 0.27, 0.27, 0.32, 0.98]"
8,2,C2,,,,,,0.2,0.04,"[0.94, 0.12, 0.87, 0.63, 0.6, 0.23, 0.24, 0.25]"
8,2,C3,,,,,,0.24,0.032,"[0.3, 0.16, 0.34, 0.58, 0.41, 0.21, 0.66, 0.97]"
8,2,C4,,,,,,0.22,0.053,"[0.11, 0.97, 0.09, 0.31, 0.43, 0.47, 0.4, 0.25]"
8,2,C5,,,,,,0.24,0.042,"[0.86, 0.59, 0.98, 0.72, 0.55, 0.36, 0.36, 0.16]"
8,2,C6,,,,,,0.19,0.03,"[0.92, 0.83, 0.43, 0.3, 0.68, 0.79, 0.37, 0.64]"
8,2,C7,,,,,,0.22,0.025,"[0.2, 0.07, 0.57, 0.95, 0.69, 0.29, 0.72, 0.35]"
8,2,C8,,,,,,0.07,0.038,"[0.81, 0.43, 0.1, 0.61, 0.38, 0.3, 0.76, 0.05]"
8,2,C9,,,,,,0.12,0.054,"[0.46, 0.66, 0.2, 0.23, 0.6, 0.58, 0.87, 0.01]"
8,2,C10,,,,,,0.16,0.049,"[0.39, 0.53, 0.91, 0.39, 0.61, 0.22, 0.52, 0.79]"
8,2,C11,,,,,,0.03,0.044,"[0.07, 0.66, 0.11, 0.21, 0.21, 0.77, 0.5, 0.72]"
8,2,C12,,,,,,0.17,0.027,"[0.76, 0.17, 0.32, 0.9, 0.27, 0.31, 0.87, 0.17]"
8,2,C13,,,,,,0.23,0.052,"[0.52, 0.73, 0.23, 0.98, 0.87, 0.11, 0.97, 0.67]"
8,2,C14,,,,,,0.1,0.032,"[0.8, 0.48, 0.64, 0.83, 0.51, 0.08, 0.68, 0.66]"
8,2,C15,,,,,,0.08,0.04,"[0.74, 0.21, 0.39, 0.09, 0.6, 0.62, 0.82, 0.01]"
8,2,C16,,,,,,-0.04,0.039,"[0.5, 0.36, 0.04, 0.67, 0.03, 0.56, 0.23, 0.36]"
8,2,C17,,,,,,0.22,0.044,"[0.24, 0.96, 0.94, 0.49, 0.46, 0.57, 0.51, 0.38]"
8,2,C18,,,,,,0.11,0.041,"[0.42, 0.13, 0.46, 0.36, 0.45, 0.26, 0.85, 0.3]"
8,2,C19,,,,,,0.23,0.047,"[0.98, 0.9, 0.68, 0.88, 0.86, 0.32, 0.73, 0.36]"
8,2,C20,,,,,,0.17,0.041,"[0.91, 0.61, 0.4, 0.4, 0.33, 0.07, 0.65, 0.7]"
8,3,C1,,,,,,0.14,0.04,"[0.95, 0.64, 0.29, 0.22, 0.27, 0.27, 0.32, 0.98]"
