firm_num,round,consumer_id,share,share_reason,final_choice,final_reason,decision_sequence,total_revenue,Privacy_Cost,Valuations
3,1,C1,,,,,,0.03,0.04,"[0.19, 0.62, 0.54]"
3,1,C2,,,,,,-0.04,0.051,"[0.21, 0.18, 0.47]"
3,1,C3,,,,,,0.29,0.045,"[0.23, 0.25, 0.86]"
3,1,C4,,,,,,0.14,0.045,"[0.33, 0.73, 0.15]"
3,1,C5,,,,,,0.13,0.036,"[0.21, 0.72, 0.59]"
3,1,C6,,,,,,0.19,0.035,"[0.78, 0.7, 0.4]"
3,1,C7,,,,,,0.1,0.037,"[0.27, 0.55, 0.69]"
3,1,C8,,,,,,0.34,0.045,"[0.89, 0.87, 0.77]"
3,1,C9,,,,,,0.35,0.05,"[0.32, 0.31, 0.9]"
3,1,C10,,,,,,0.3,0.026,"[0.88, 0.23, 0.4]"
3,1,C11,,,,,,-0.04,0.039,"[0.01, 0.51, 0.12]"
3,1,C12,,,,,,0.37,0.036,"[0.92, 0.62, 0.94]"
3,1,C13,,,,,,0.42,0.035,"[0.14, 0.65, 0.99]"
3,1,C14,,,,,,0.42,0.035,"[0.9, 0.81, 0.97]"
3,1,C15,,,,,,0.33,0.034,"[0.25, 0.92, 0.46]"
3,1,C16,,,,,,0.26,0.042,"[0.83, 0.28, 0.4]"
3,1,C17,,,,,,0.24,0.038,"[0.16, 0.81, 0.48]"
3,1,C18,,,,,,0.34,0.036,"[0.39, 0.74, 0.89]"
3,1,C19,,,,,,0.2,0.029,"[0.78, 0.67, 0.64]"
3,1,C20,,,,,,-0.04,0.043,"[0.28, 0.27, 0.46]"
3,2,C1,,,,,,-0.02,0.04,"[0.19, 0.62, 0.54]"
3,2,C2,,,,,,-0.04,0.051,"[0.21, 0.18, 0.47]"
3,2,C3,,,,,,0.29,0.045,"[0.23, 0.25, 0.86]"
3,2,C4,,,,,,0.09,0.045,"[0.33, 0.73, 0.15]"
3,2,C5,,,,,,0.08,0.036,"[0.21, 0.72, 0.59]"
3,2,C6,,,,,,0.19,0.035,"[0.78, 0.7, 0.4]"
3,2,C7,,,,,,0.1,0.037,"[0.27, 0.55, 0.69]"
3,2,C8,,,,,,0.27,0.045,"[0.89, 0.87, 0.77]"
3,2,C9,,,,,,0.35,0.05,"[0.32, 0.31, 0.9]"
3,2,C10,,,,,,0.3,0.026,"[0.88, 0.23, 0.4]"
3,2,C11,,,,,,-0.04,0.039,"[0.01, 0.51, 0.12]"
3,2,C12,,,,,,0.37,0.036,"[0.92, 0.62, 0.94]"
3,2,C13,,,,,,0.4,0.035,"[0.14, 0.65, 0.99]"
3,2,C14,,,,,,0.42,0.035,"[0.9, 0.81, 0.97]"
3,2,C15,,,,,,0.32,0.034,"[0.25, 0.92, 0.46]"
3,2,C16,,,,,,0.26,0.042,"[0.83, 0.28, 0.4]"
3,2,C17,,,,,,0.17,0.038,"[0.16, 0.81, 0.48]"
3,2,C18,,,,,,0.34,0.036,"[0.39, 0.74, 0.89]"
3,2,C19,,,,,,0.2,0.029,"[0.78, 0.67, 0.64]"
3,2,C20,,,,,,-0.04,0.043,"[0.28, 0.27, 0.46]"
3,3,C1,,,,,,-0.02,0.04,"[0.19, 0.62, 0.54]"
3,3,C2,,,,,,-0.04,0.051,"[0.21, 0.18, 0.47]"
3,3,C3,,,,,,0.22,0.045,"[0.23, 0.25, 0.86]"
3,3,C4,,,,,,0.09,0.045,"[0.33, 0.73, 0.15]"
3,3,C5,,,,,,0.08,0.036,"[0.21, 0.72, 0.59]"
3,3,C6,,,,,,0.14,0.035,"[0.78, 0.7, 0.4]"
3,3,C7,,,,,,0.05,0.037,"[0.27, 0.55, 0.69]"
3,3,C8,,,,,,0.27,0.045,"[0.89, 0.87, 0.77]"
3,3,C9,,,,,,0.26,0.05,"[0.32, 0.31, 0.9]"
3,3,C10,,,,,,0.25,0.026,"[0.88, 0.23, 0.4]"
3,3,C11,,,,,,-0.04,0.039,"[0.01, 0.51, 0.12]"
3,3,C12,,,,,,0.32,0.036,"[0.92, 0.62, 0.94]"
3,3,C13,,,,,,0.37,0.035,"[0.14, 0.65, 0.99]"
3,3,C14,,,,,,0.3,0.035,"[0.9, 0.81, 0.97]"
3,3,C15,,,,,,0.3,0.034,"[0.25, 0.92, 0.46]"
3,3,C16,,,,,,0.23,0.042,"[0.83, 0.28, 0.4]"
3,3,C17,,,,,,0.17,0.038,"[0.16, 0.81, 0.48]"
3,3,C18,,,,,,0.27,0.036,"[0.39, 0.74, 0.89]"
3,3,C19,,,,,,0.15,0.029,"[0.78, 0.67, 0.64]"
3,3,C20,,,,,,-0.04,0.043,"[0.28, 0.27, 0.46]"
3,4,C1,,,,,,-0.02,0.04,"[0.19, 0.62, 0.54]"
3,4,C2,,,,,,-0.04,0.051,"[0.21, 0.18, 0.47]"
3,4,C3,,,,,,0.27,0.045,"[0.23, 0.25, 0.86]"
3,4,C4,,,,,,0.09,0.045,"[0.33, 0.73, 0.15]"
3,4,C5,,,,,,0.08,0.036,"[0.21, 0.72, 0.59]"
3,4,C6,,,,,,0.14,0.035,"[0.78, 0.7, 0.4]"
3,4,C7,,,,,,0.1,0.037,"[0.27, 0.55, 0.69]"
3,4,C8,,,,,,0.29,0.045,"[0.89, 0.87, 0.77]"
3,4,C9,,,,,,0.35,0.05,"[0.32, 0.31, 0.9]"
3,4,C10,,,,,,0.25,0.026,"[0.88, 0.23, 0.4]"
3,4,C11,,,,,,-0.04,0.039,"[0.01, 0.51, 0.12]"
3,4,C12,,,,,,0.39,0.036,"[0.92, 0.62, 0.94]"
3,4,C13,,,,,,0.44,0.035,"[0.14, 0.65, 0.99]"
3,4,C14,,,,,,0.42,0.035,"[0.9, 0.81, 0.97]"
3,4,C15,,,,,,0.32,0.034,"[0.25, 0.92, 0.46]"
3,4,C16,,,,,,0.19,0.042,"[0.83, 0.28, 0.4]"
3,4,C17,,,,,,0.17,0.038,"[0.16, 0.81, 0.48]"
3,4,C18,,,,,,0.34,0.036,"[0.39, 0.74, 0.89]"
3,4,C19,,,,,,0.15,0.029,"[0.78, 0.67, 0.64]"
3,4,C20,,,,,,-0.04,0.043,"[0.28, 0.27, 0.46]"
3,5,C1,,,,,,0.03,0.04,"[0.19, 0.62, 0.54]"
3,5,C2,,,,,,-0.04,0.051,"[0.21, 0.18, 0.47]"
3,5,C3,,,,,,0.27,0.045,"[0.23, 0.25, 0.86]"
3,5,C4,,,,,,0.14,0.045,"[0.33, 0.73, 0.15]"
3,5,C5,,,,,,0.13,0.036,"[0.21, 0.72, 0.59]"
3,5,C6,,,,,,0.19,0.035,"[0.78, 0.7, 0.4]"
3,5,C7,,,,,,0.1,0.037,"[0.27, 0.55, 0.69]"
3,5,C8,,,,,,0.32,0.045,"[0.89, 0.87, 0.77]"
