firm_num,round,consumer_id,share,share_reason,final_choice,final_reason,decision_sequence,total_revenue,Privacy_Cost,Valuations
1,1,C1,,,,,,0.0,0.044,[0.17]
1,1,C2,,,,,,0.0,0.026,[0.14]
1,1,C3,,,,,,0.03,0.052,[0.53]
1,1,C4,,,,,,0.0,0.029,[0.14]
1,1,C5,,,,,,0.39,0.042,[0.89]
1,1,C6,,,,,,0.22,0.046,[0.72]
1,1,C7,,,,,,0.02,0.043,[0.52]
1,1,C8,,,,,,0.05,0.038,[0.55]
1,1,C9,,,,,,0.0,0.035,[0.14]
1,1,C10,,,,,,0.0,0.036,[0.06]
1,1,C11,,,,,,0.4,0.043,[0.9]
1,1,C12,,,,,,0.37,0.025,[0.87]
1,1,C13,,,,,,0.0,0.044,[0.05]
1,1,C14,,,,,,0.1,0.05,[0.6]
1,1,C15,,,,,,0.18,0.047,[0.68]
1,1,C16,,,,,,0.0,0.043,[0.19]
1,1,C17,,,,,,0.18,0.029,[0.68]
1,1,C18,,,,,,0.0,0.054,[0.33]
1,1,C19,,,,,,0.0,0.052,[0.41]
1,1,C20,,,,,,0.11,0.041,[0.61]
1,2,C1,,,,,,0.0,0.044,[0.17]
1,2,C2,,,,,,0.0,0.026,[0.14]
1,2,C3,,,,,,0.03,0.052,[0.53]
1,2,C4,,,,,,0.0,0.029,[0.14]
1,2,C5,,,,,,0.39,0.042,[0.89]
1,2,C6,,,,,,0.22,0.046,[0.72]
1,2,C7,,,,,,0.02,0.043,[0.52]
1,2,C8,,,,,,0.05,0.038,[0.55]
1,2,C9,,,,,,0.0,0.035,[0.14]
1,2,C10,,,,,,0.0,0.036,[0.06]
1,2,C11,,,,,,0.4,0.043,[0.9]
1,2,C12,,,,,,0.37,0.025,[0.87]
1,2,C13,,,,,,0.0,0.044,[0.05]
1,2,C14,,,,,,0.1,0.05,[0.6]
1,2,C15,,,,,,0.18,0.047,[0.68]
1,2,C16,,,,,,0.0,0.043,[0.19]
1,2,C17,,,,,,0.18,0.029,[0.68]
1,2,C18,,,,,,0.0,0.054,[0.33]
1,2,C19,,,,,,0.0,0.052,[0.41]
1,2,C20,,,,,,0.11,0.041,[0.61]
1,3,C1,,,,,,0.0,0.044,[0.17]
1,3,C2,,,,,,0.0,0.026,[0.14]
1,3,C3,,,,,,0.03,0.052,[0.53]
1,3,C4,,,,,,0.0,0.029,[0.14]
1,3,C5,,,,,,0.39,0.042,[0.89]
1,3,C6,,,,,,0.22,0.046,[0.72]
1,3,C7,,,,,,0.02,0.043,[0.52]
1,3,C8,,,,,,0.05,0.038,[0.55]
1,3,C9,,,,,,0.0,0.035,[0.14]
1,3,C10,,,,,,0.0,0.036,[0.06]
1,3,C11,,,,,,0.4,0.043,[0.9]
