firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
7,1,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization with high share rate and competition.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,2,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization with high share rate and competition.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,3,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization with predicted share rate of 1.0 and consistent historical performance.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,4,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with predicted share rate of 1.0 and consistent historical performance.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,5,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with predicted share rate of 1.0 and consistent historical performance.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,6,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0 and consistent high profit history.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,7,F2,0.5,"Change price: 0.00, reason: Optimal in symmetric equilibrium with share rate 1.0 and consistent high profit history.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,8,F2,0.5,"Change price: 0.00, reason: Optimal in symmetric equilibrium with share rate 1.0 and consistent high profit history.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,9,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0 and consistent high profit history.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
7,10,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0 and consistent historical performance.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
